"","Pressão","Nivel Tank","Nivel Barril","Temperatura1","Temperatura 2","Temperatura 3","Temperatura 4","Temperatura 5","Velocidade 1","Velocidade 2","Velocidade 3","Velocidade 4","Velocidade 5","Velocidade 6","Vibração 1","Vibração2","Vibração 3","Vibração 4","Cor 1","Cor 2","Target"
"","5224.8894","6934.9448","303.871365","400.904595","130.228665","130.66164","131.60748","147.22905","3173.52024","3133.2996","3127.97664","3123.6534","3112.01532","3142.97316","51.322146","52.68789","52.776078","51.857166","0","1","0"
"","5224.1772","6932.4448","303.86258","400.74966","130.18617","130.5225","131.38977","67.91064","3169.30932","3131.10252","3127.7718","3119.751","3107.9628","3141.72324","51.275688","52.640502","52.72065","51.810366","0","0","1"
"","5221.5612","6931.3224","303.271745","400.10607","129.980325","130.4259","131.304645","103.9968","3167.56728","3126.87648","3126.69828","3118.60512","3105.12384","3141.24804","51.25869","52.633992","52.70892","51.785646","1","0","0"
"","5221.2732","6930.2624","303.129085","400.0122","129.822585","130.369005","131.30439","98.581695","3167.2278","3119.64192","3126.59604","3110.85036","3103.01352","3141.07452","51.240786","52.56309","52.68012","51.776394","1","2","1"
"","5220.7344","6917.0416","302.854545","399.721995","129.739005","130.34871","131.210325","114.85362","3166.99272","3116.67012","3126.24756","3110.64984","3096.37656","3137.89212","51.22242","52.541328","52.65723","51.7398","0","1","0"
"","5212.0944","6913.8248","302.80684","399.50352","129.655065","129.896895","131.172555","138.074385","3164.12676","3116.19672","3126.20508","3108.54996","3094.63092","3137.76036","51.211266","52.532346","52.627308","51.735312","0","2","1"
"","5202.129","6885.1528","302.56478","399.039705","129.604185","129.81894","131.05644","79.348845","3163.23216","3114.71748","3124.29276","3106.30464","3083.84352","3137.52816","51.166236","52.496016","52.594656","51.720252","0","2","1"
"","5201.841","6884.2424","302.560685","398.595555","129.29082","129.76641","131.052795","60.5058","3162.95892","3112.08732","3123.97128","3105.96264","3079.683","3136.02012","51.149988","52.476618","52.565052","51.707436","0","1","0"
"","5195.7192","6877.0584","302.471225","398.007495","129.23703","128.98881","131.027445","24.89871","3161.49408","3111.2946","3123.18576","3105.46044","3077.61444","3135.23352","51.113484","52.459278","52.549764","51.531834","0","2","1"
"","5194.5018","6870.3264","302.30942","397.60209","129.137985","128.87853","131.00655","23.439405","3157.65612","3110.47488","3119.60844","3103.67808","3069.7182","3133.67328","51.10725","52.383384","52.460184","51.447006","1","0","0"
"","5189.9808","6868.24","302.26035","397.583145","129.05562","128.844105","130.843125","88.903335","3155.07816","3108.53844","3119.18904","3102.76728","3069.24192","3131.97264","51.089178","52.360722","52.436856","51.41631","1","1","1"
"","5187.2154","6863.0336","302.247295","397.490355","128.967675","128.79174","130.749645","62.372025","3154.401","3106.58544","3112.28928","3100.36572","3069.12924","3130.98696","51.029886","52.251864","52.320354","51.379482","0","2","1"
"","5182.3188","6848.1944","302.220555","397.296945","128.85978","128.69505","130.67064","17.15367","3153.53844","3105.70668","3112.03548","3098.71116","3067.48368","3129.7914","50.931594","52.247514","52.149924","51.351264","1","1","1"
"","5180.2218","6834.1672","302.15766","397.000845","128.837175","128.63007","130.617855","99.143985","3142.50084","3100.75236","3110.1588","3097.8198","3066.05412","3127.68144","50.878956","52.108146","52.142712","51.341466","1","2","1"
"","5180.1078","6833.752","302.076915","396.727425","128.71347","128.34354","130.54677","110.8818","3141.82368","3098.49012","3109.86432","3097.23156","3065.9742","3126.86748","50.873268","52.057398","52.11426","51.266274","1","0","0"
"","5175.3276","6830.3456","301.64813","396.37998","128.543805","128.314395","130.420725","94.77507","3139.71732","3089.03616","3099.19968","3096.85428","3064.8438","3125.95524","50.759124","52.046664","52.036026","51.258252","1","1","1"
"","5155.407","6825.2696","301.581735","395.982855","128.475195","128.276955","130.412925","5.122455","3139.0254","3085.90452","3097.14012","3087.05076","3064.18356","3125.7234","50.723472","52.034904","52.004304","51.240318","1","1","1"
"","5150.58","6822.2352","301.50071","395.837775","128.345445","128.196315","130.31433","66.93318","3137.54616","3085.49484","3094.90452","3083.80464","3062.55996","3125.32596","50.676318","52.014738","51.960462","51.187152","1","2","1"
"","5145.6264","6816.3792","300.72854","395.7489","128.17854","128.13198","130.245315","20.49396","3131.87364","3085.48404","3094.04484","3082.3182","3062.02068","3123.77904","50.631624","51.928296","51.872064","51.052152","1","0","0"
"","5144.7954","6813.1328","300.716745","395.60139","127.99839","128.075505","130.22436","42.86568","3130.52292","3085.30656","3091.8384","3082.16844","3061.62432","3122.2584","50.629182","51.756696","51.86337","51.045498","0","0","1"
"","5142.3672","6802.44","300.413155","395.44317","127.97487","128.072085","130.13337","110.09232","3128.78088","3084.61392","3088.15956","3080.80368","3061.43784","3120.60744","50.58414","51.749628","51.651912","51.037722","0","2","1"
"","5132.112","6798.7208","300.24834","395.42436","127.922955","127.931325","130.115685","133.538895","3127.87476","3079.28304","3086.58204","3079.14912","3058.05456","3119.17968","50.568534","51.728742","51.61224","51.037218","0","1","0"
"","5131.245","6793.8552","299.95","395.101935","127.89735","127.914915","130.00584","46.64373","3121.73424","3079.25424","3084.633","3074.86548","3057.27444","3117.45816","50.506254","51.65358","51.499194","51.028122","0","0","1"
"","5130.0342","6790.5488","299.89442","394.6734","127.85514","127.843695","129.87195","121.328055","3121.05996","3076.1334","3080.85876","3074.18076","3055.25844","3115.87488","50.429514","51.575544","51.447744","50.926458","0","2","1"
"","5127.51","6779.0528","299.87006","394.476885","127.81935","127.796655","129.85755","20.6493","3114.86904","3075.98544","3071.58624","3072.55032","3055.05504","3114.93456","50.424756","51.560346","51.429048","50.924448","1","2","1"
"","5120.5446","6775.6608","299.72866","394.46865","127.790835","127.73334","129.84444","133.698735","3113.34084","3074.5602","3070.42164","3065.94936","3054.34656","3108.99564","50.385516","51.454836","51.428292","50.874822","1","1","1"
"","5119.9362","6768.4176","299.532765","394.323165","127.757415","127.660365","129.672315","106.94934","3112.40124","3061.32912","3061.14696","3065.94684","3051.7866","3102.93468","50.34078","51.432564","51.426","50.84667","0","1","0"
"","5119.6662","6763.712","299.41562","393.579045","127.464315","127.5558","129.57099","64.79592","3111.06492","3060.59688","3060.77616","3060.18612","3046.59288","3102.60492","50.296542","51.416088","51.415548","50.783586","1","1","1"
"","5117.1348","6756.3272","297.70902","393.41205","127.430295","127.381875","129.430485","137.36409","3108.95388","3057.04116","3059.001","3057.4926","3041.38296","3101.69232","50.29605","51.39495","51.320376","50.697228","0","1","0"
"","5108.6802","6752.3992","297.68312","393.32322","127.3653","127.36794","129.369015","127.54221","3107.02212","3053.67048","3058.55424","3056.71212","3040.2828","3101.553","50.239722","51.33504","51.301908","50.689788","0","1","0"
"","5105.4924","6743.4168","297.663485","392.806215","127.32531","127.323825","129.26289","135.28716","3104.16516","3052.73268","3055.34484","3054.71736","3039.89976","3099.11292","50.221698","51.314178","51.292542","50.614116","0","1","0"
"","5104.4664","6739.4016","297.390415","392.415885","127.29117","127.094415","129.17433","135.74889","3103.39224","3048.10668","3052.63476","3050.13636","3037.83804","3097.37628","50.17533","51.255318","51.240642","50.569464","1","0","0"
"","5103.5442","6739.3728","297.381385","392.1822","126.96267","127.069485","129.0579","11.756865","3098.04192","3045.3102","3051.80424","3038.57856","3036.3372","3095.52264","50.1714","51.245286","51.223986","50.542368","0","0","1"
"","5097.3066","6722.9568","296.979165","392.08014","126.79773","127.01562","128.9745","34.65399","3097.84752","3043.45692","3049.542","3036.32568","3031.12224","3092.44284","50.148552","51.235308","51.179298","50.534706","1","2","1"
"","5092.7676","6710.1024","296.905455","392.03451","126.785835","126.9207","128.915625","147.04068","3095.95392","3041.23752","3049.23024","3033.5022","3029.38164","3088.01016","50.081388","51.205146","51.158352","50.500872","1","0","0"
"","5082.7008","6704.3168","296.80756","392.00814","126.765765","126.91281","128.913855","61.975845","3092.42268","3039.19488","3045.29976","3028.69116","3025.81692","3087.67788","50.047644","51.188634","51.153798","50.485092","0","1","0"
"","5081.5572","6704.1168","296.80112","391.68495","126.694875","126.886185","128.89092","58.417935","3088.59984","3038.9868","3045.2472","3026.18268","3023.4186","3086.6724","50.026116","51.169578","51.147432","50.471946","0","1","0"
"","5080.854","6699.4584","296.731295","391.159575","126.61497","126.78909","128.745615","141.978015","3087.24984","3038.74236","3043.30428","3023.57736","3020.65668","3079.60992","49.99929","51.142128","51.106194","50.471244","1","2","1"
"","5072.6382","6697.4336","296.325785","390.96567","126.61404","126.71049","128.6397","134.455935","3085.50816","3037.38228","3041.93268","3021.22296","3019.752","3076.81092","49.997028","51.13722","51.010398","50.45016","0","0","1"
"","5071.7904","6695.484","296.307795","390.81204","126.569325","126.63414","128.56137","118.692045","3081.54744","3036.31956","3040.73928","3016.5498","3017.88612","3071.2986","49.977696","51.105288","50.979786","50.447424","1","1","1"
"","5063.1846","6693.5976","296.214905","390.43539","126.55563","126.564615","128.522445","120.27","3080.007","3030.72552","3036.56508","3015.47988","3017.27772","3069.95688","49.943682","51.078978","50.96844","50.400972","0","1","0"
"","5062.032","6685.7208","295.840475","390.341025","126.478395","126.479745","128.506245","138.83736","3077.76168","3028.97592","3036.29112","3009.34296","3015.11448","3067.77564","49.939308","51.04176","50.913198","50.39676","0","1","0"
"","5061.8562","6669.8088","294.889","390.08061","126.46965","126.467475","128.429145","148.179405","3077.65368","3026.88864","3035.71908","3007.01088","3013.39656","3067.03548","49.891566","51.037284","50.862708","50.347458","1","2","1"
"","5060.7894","6667.3008","294.66283","389.970855","126.063855","126.463875","128.357625","104.574195","3075.06384","3023.10144","3032.35344","3006.9162","3008.5884","3064.2138","49.891338","51.011382","50.80914","50.345472","1","1","1"
"","5057.5494","6665.0536","294.61705","389.81376","126.02142","126.337905","128.240775","85.607175","3074.90904","3012.70644","3027.006","3003.63768","3002.82012","3063.86244","49.890102","51.009906","50.79267","50.34243","0","2","1"
"","5053.278","6654.6728","294.44555","389.700045","126.00276","126.31515","128.13231","85.12539","3074.6016","3012.5394","3024.61668","3002.54508","3002.64516","3055.92552","49.872816","50.957094","50.779128","50.327964","0","1","0"
"","5050.8618","6648.2112","294.342965","389.359935","125.91945","126.156225","128.124705","20.002605","3073.87908","3011.53788","3024.14616","3001.28688","2998.60524","3053.83716","49.865766","50.925714","50.765394","50.16633","0","0","1"
"","5048.2632","6641.6608","294.275765","389.328975","125.80626","125.853255","127.86669","124.57872","3073.11372","3006.53136","3023.59284","2997.13176","2996.31384","3049.82064","49.859904","50.915514","50.761896","50.145234","0","1","0"
"","5047.0644","6638.3096","294.258685","389.10465","125.62062","125.70177","127.78266","51.212985","3069.49032","3003.07284","3021.16932","2987.14176","2988.12744","3049.4358","49.825734","50.825658","50.677398","50.044014","0","2","1"
"","5041.9056","6634.5944","294.162155","389.05731","125.609865","125.672415","127.756545","48.769575","3067.49124","3001.91688","3017.72556","2977.95636","2985.89184","3048.74424","49.82427","50.816208","50.621484","50.004654","0","1","0"
"","5030.1708","6628.0616","293.887685","388.841175","125.46384","125.466945","127.517655","65.76903","3067.12044","2999.89008","3013.3044","2976.06528","2984.29884","3048.45372","49.79967","50.757798","50.583078","49.875816","1","0","0"
"","5027.721","6626.7648","293.84733","387.973665","125.41911","125.272095","127.450695","37.70067","3064.22712","2999.52936","3010.06224","2971.071","2984.28804","3048.42888","49.795602","50.73684","50.534202","49.84986","0","1","0"
"","5023.0572","6625.94","293.67219","387.66573","125.40321","125.253885","126.710625","109.263285","3056.35356","2999.38932","3009.93912","2970.57744","2984.13108","3048.16896","49.785348","50.607564","50.513316","49.810338","0","1","0"
"","5021.7936","6622.1504","293.63411","387.363465","125.36256","125.20017","126.68229","149.10033","3046.07412","2998.89144","3005.07408","2968.61508","2981.98044","3046.75668","49.745238","50.533164","50.482128","49.799058","1","2","1"
"","5006.913","6622.0192","292.7211","387.26244","125.347335","125.08326","126.61737","7.2612","3031.91496","2998.2492","3003.85512","2967.51384","2981.56068","3046.71096","49.74282","50.499162","50.403132","49.681308","0","1","1"
"","5006.8212","6614.5184","292.657575","387.16965","125.29311","124.946505","126.158535","81.974145","3029.67072","2997.67968","3000.88368","2966.40432","2981.5092","3044.88324","49.696338","50.45376","50.365476","49.65915","0","2","1"
"","5004.2892","6613.3832","292.528565","386.31483","125.18454","124.76532","125.91273","63.285615","3016.0206","2996.3196","2997.77508","2961.29844","2978.38224","3044.05488","49.636692","50.44458","50.286138","49.543182","1","0","0"
"","4997.5236","6610.832","291.866645","386.27181","124.79343","124.657665","125.66763","66.734685","3013.74144","2990.12544","2993.16564","2959.21692","2974.87692","3036.1212","49.600932","50.43552","50.24571","49.534788","0","1","0"
"","4995.2094","6610.7296","291.56666","385.96185","124.7685","124.655715","125.665905","17.547375","3012.48828","2988.13824","2989.33272","2957.7096","2974.15188","3035.72844","49.58649","50.412396","50.18793","49.528848","1","1","1"
"","4991.1084","6606.3208","291.20259","385.7319","124.63359","124.607715","125.643075","145.72125","3012.21504","2980.28124","2987.21052","2957.07312","2973.6522","3035.71152","49.529346","50.389332","50.16633","49.528638","1","1","1"
"","4979.5446","6603.5904","291.18376","385.66665","124.62456","124.23081","125.64114","8.16222","3010.89816","2980.09872","2986.71444","2953.62612","2972.63772","3025.27872","49.464924","50.386038","50.153886","49.522254","0","2","1"
"","4974.6306","6599.792","291.07288","385.59078","124.559715","124.090665","125.552355","132.51546","3010.47228","2976.73524","2986.49556","2951.766","2969.0226","3017.55312","49.454676","50.363262","50.138868","49.51686","1","1","1"
"","4974.2904","6599.3992","291.029585","385.08336","124.527135","123.98769","125.54094","63.00825","3010.21704","2975.54796","2984.47668","2951.23464","2968.53084","3016.09296","49.312224","50.34384","50.091264","49.495242","0","1","0"
"","4970.1342","6593.0888","290.7947","384.709995","124.522995","123.97959","125.440125","12.557805","3009.8016","2973.55356","2982.89016","2937.33252","2967.55632","3009.33972","49.25778","50.242242","50.028342","49.470582","1","2","1"
"","4969.4934","6574.504","290.64098","384.62382","124.48644","123.942435","125.30532","83.930175","3007.05012","2971.7802","2981.89332","2929.71672","2966.79528","3001.54032","49.252698","50.223972","49.95984","49.462734","1","1","1"
"","4968.513","6562.2032","290.309355","384.20289","124.38156","123.93645","125.26608","15.24858","2999.7846","2967.61572","2981.66796","2927.72952","2961.34884","2999.56752","49.247952","50.22312","49.950348","49.366962","0","0","1"
"","4951.428","6557.968","290.22217","384.11262","124.20858","123.904395","125.265495","139.816065","2999.02896","2966.6628","2980.10268","2926.03428","2955.8358","2998.2078","49.225608","50.116284","49.948548","49.36455","0","1","0"
"","4944.9672","6556.5936","289.973705","383.999265","124.082985","123.85749","125.15889","45.90885","2998.44972","2965.86684","2979.74124","2923.31664","2952.87048","2997.49212","49.177764","50.10927","49.92666","49.347192","0","1","0"
"","4938.3966","6549.4808","289.709595","383.462685","124.03833","123.698685","125.14218","50.7888","2997.89424","2963.41992","2978.17488","2921.12964","2950.91064","2993.63724","49.175334","50.108994","49.922562","49.276536","1","0","0"
"","4934.0802","6546.6736","289.60099","383.41548","124.01394","123.69396","125.03784","17.13309","2997.0288","2963.24856","2974.21272","2920.66488","2949.6294","2990.124","49.13226","50.054094","49.795668","49.018308","1","1","1"
"","4929.327","6539.8872","289.355885","383.347395","123.92283","123.64215","124.922115","134.42712","2995.65036","2961.03852","2973.44412","2919.75912","2948.35644","2988.58824","49.131882","49.96392","49.777728","49.012086","0","2","1"
"","4924.2804","6539.8088","289.0643","383.11614","123.909645","123.640545","124.58511","60.65358","2984.21028","2960.69652","2973.34224","2916.87408","2946.4956","2981.89512","49.117002","49.923156","49.761888","48.915912","0","2","1"
"","4922.7546","6533.8088","288.959405","382.93533","123.77202","123.57792","124.490115","66.464565","2984.19084","2960.52156","2972.79216","2912.24268","2943.43524","2981.14884","49.102368","49.905804","49.70901","48.907332","1","1","1"
"","4913.712","6529.8616","288.499435","381.843315","123.647445","123.42099","124.4817","124.72992","2984.10264","2958.95052","2972.36952","2907.31932","2936.87352","2979.3798","49.098996","49.824084","49.682478","48.882276","1","0","0"
"","4909.0956","6525.8256","288.197945","381.75003","123.45231","123.312465","124.371825","140.23437","2982.99672","2950.23528","2972.25828","2905.27956","2934.15624","2976.3432","49.085706","49.813434","49.681002","48.873666","1","1","1"
"","4904.0478","6520.0536","287.2947","381.29499","123.2634","123.124905","124.36902","103.66728","2981.61648","2949.80976","2971.78992","2901.25044","2929.32072","2971.863","48.984348","49.808334","49.648482","48.818928","1","1","1"
"","4878.6882","6518.7152","287.02261","381.06117","123.1203","122.92053","124.1706","99.230085","2980.50948","2948.96628","2971.57572","2897.8686","2927.06064","2971.27332","48.958746","49.752408","49.564392","48.712896","1","1","1"
"","4878.1674","6517.8736","286.92811","380.49219","123.05925","122.894625","124.14576","16.013685","2978.03556","2945.59092","2970.72252","2897.56872","2923.91532","2967.26184","48.91347","49.706826","49.549584","48.696774","1","1","1"
"","4876.8522","6507.3976","286.72364","380.374245","122.961585","122.878005","123.936645","95.39685","2977.20792","2945.34828","2967.46848","2895.69636","2914.60644","2965.91508","48.882288","49.5975","49.511844","48.641196","0","2","1"
"","4875.7092","6506.8672","286.685315","380.113515","122.93223","122.75286","123.88704","132.59751","2970.85644","2943.77616","2966.59332","2891.65824","2913.48216","2965.63752","48.870588","49.59663","49.456272","48.544194","0","0","1"
"","4873.6428","6503.7848","286.599845","379.87101","122.855715","122.6919","123.836235","111.86142","2968.13556","2941.42392","2966.2794","2889.85032","2908.80144","2965.446","48.86421","49.59282","49.402362","48.445146","0","1","0"
"","4871.703","6502.9872","286.576255","379.553355","122.70492","122.54247","123.791325","58.15026","2965.66704","2933.97336","2966.06916","2887.9326","2904.64668","2965.34844","48.848148","49.57557","49.36758","48.429402","0","0","1"
"","4870.8636","6490.5936","286.56684","379.426185","122.68956","122.447955","123.734895","49.84041","2962.39356","2933.06508","2964.49884","2884.22856","2901.39552","2959.79328","48.760548","49.506648","49.344528","48.422286","0","1","0"
"","4863.657","6490.2608","286.4204","379.35081","122.672295","121.93332","123.613695","52.216305","2959.86744","2932.83324","2963.6802","2873.58768","2897.1396","2959.24176","48.721104","49.486362","49.300524","48.387162","0","0","1"
"","4863.4398","6486.2304","286.06081","379.0728","122.51787","121.778445","123.421305","0.669705","2953.04076","2928.38796","2963.28816","2871.58464","2895.8688","2949.40188","48.70488","49.479534","49.30014","48.330732","0","1","0"
"","4857.7572","6476.3832","285.89918","378.477675","122.187825","121.707915","123.21282","49.91868","2949.76404","2923.62516","2962.27872","2869.16184","2895.61392","2947.89024","48.624708","49.465812","49.294476","48.315852","1","1","1"
"","4856.154","6474.036","285.859735","378.375165","121.888365","121.689735","123.02655","72.667305","2947.03524","2918.92392","2957.68836","2860.85232","2895.33096","2947.52412","48.548394","49.407894","49.267272","48.296484","0","0","1"
"","4854.6222","6469.6768","285.56304","378.3483","121.843005","121.57644","122.827905","15.45414","2943.12492","2918.25036","2955.54852","2857.10436","2891.76984","2946.21588","48.524856","49.352796","49.152564","48.28131","1","0","0"
"","4842.8124","6464.4128","285.084835","377.74719","121.71243","121.490805","122.776185","102.12507","2938.82436","2916.97308","2952.20988","2856.4398","2889.09936","2940.7662","48.481302","49.337136","49.139862","48.200796","1","0","0"
"","4839.6774","6463.5712","284.75118","376.621245","121.604775","121.283415","122.7717","119.694435","2938.68648","2914.33176","2952.09972","2856.35196","2885.70384","2938.4298","48.44361","49.295514","49.009542","47.99316","0","2","1"
"","4837.404","6463.1768","284.361945","376.618545","121.499175","121.256205","122.560425","146.895435","2937.2022","2910.92364","2948.21136","2853.00612","2883.67056","2932.36596","48.409506","49.253844","48.987378","47.990058","0","1","0"
"","4825.3518","6451.1448","283.718505","376.55397","121.453695","121.205055","122.343645","131.15403","2934.48636","2906.14284","2947.8312","2852.82252","2882.0124","2930.55768","48.382032","49.190208","48.934872","47.96814","1","2","1"
"","4823.6904","6450.2528","283.463145","376.38657","121.44753","121.145745","122.341635","112.855515","2931.60816","2904.22548","2945.67444","2851.86492","2881.90404","2927.4282","48.361404","49.141638","48.867978","47.956404","1","2","1"
"","4821.5682","6442.1024","283.431085","375.95277","121.403145","121.133895","122.30841","136.627095","2927.11104","2900.5992","2945.06964","2841.68736","2874.9384","2923.35444","48.320466","49.122876","48.862512","47.93025","0","1","0"
"","4819.4466","6436.6032","283.304455","375.35445","121.37658","121.10751","122.261415","114.995985","2926.21176","2899.8558","2939.66604","2840.38272","2873.4624","2922.20136","48.28893","49.002972","48.819342","47.923026","0","1","0"
"","4819.2084","6433.9272","283.05984","375.208425","121.07376","121.074165","122.258415","109.345395","2923.91424","2891.9682","2935.63872","2837.45232","2869.40088","2921.57964","48.271674","48.883776","48.76695","47.922282","0","1","0"
"","4818.93","6431.1368","283.00216","374.883255","121.073175","121.069245","122.160885","21.54966","2923.03548","2891.63124","2935.03536","2833.38504","2867.73732","2918.18304","48.258294","48.860418","48.71415","47.866086","0","0","1"
"","4810.9992","6430.2176","282.265655","373.807845","120.844605","120.760005","121.77552","28.02405","2919.53304","2891.40336","2929.54572","2832.20388","2867.58288","2915.28216","48.20622","48.834012","48.701388","47.733816","1","0","0"
"","4808.5992","6429.9384","282.122225","373.362885","120.77208","120.74277","121.70511","75.27051","2918.05524","2889.47088","2929.04748","2826.04824","2866.3182","2909.81304","48.176328","48.807498","48.638178","47.730984","0","1","0"
"","4807.9038","6423.2128","282.119075","373.17906","120.59235","120.697875","121.682895","80.2605","2913.88824","2886.74244","2928.213","2824.37172","2866.30272","2909.4678","48.16092","48.779328","48.59481","47.702262","0","1","0"
"","4806.4296","6422.9912","280.993055","373.085325","120.351975","120.41508","121.634115","101.501835","2907.30276","2883.84156","2925.36072","2821.59864","2866.05072","2907.33408","48.16017","48.768864","48.580866","47.616504","1","0","0"
"","4806.2712","6414.1648","280.97475","372.926295","120.337155","120.40476","121.629195","2.781285","2906.12808","2883.65148","2923.54056","2816.27244","2858.42988","2904.69744","48.155322","48.698376","48.577272","47.57367","0","2","1"
"","4804.5282","6411.6976","280.65373","372.80826","120.25671","120.24813","121.53198","96.111795","2905.58808","2881.19556","2923.34868","2814.22728","2857.21236","2902.4136","48.14673","48.69492","48.55707","47.552784","0","0","1"
"","4793.6172","6406.4904","280.645365","371.78361","120.205035","120.22695","121.494165","26.953875","2904.54804","2878.78212","2916.10872","2812.068","2856.32604","2897.64036","48.102264","48.673176","48.53061","47.55171","0","1","0"
"","4792.8318","6392.6504","279.62879","371.68731","120.14061","120.21804","121.18584","78.16647","2899.27404","2877.91056","2912.50908","2811.3894","2852.93448","2895.24384","48.090648","48.618468","48.523104","47.542722","0","1","0"
"","4792.509","6377.1008","279.30021","371.01717","120.03951","120.17823","121.06371","105.583815","2897.86752","2867.60988","2912.10408","2809.97604","2852.31888","2891.34612","48.050016","48.578454","48.51531","47.522784","0","1","0"
"","4790.7882","6374.9208","278.97723","370.825065","119.876775","119.92089","121.04733","147.711795","2891.96676","2867.39136","2910.2022","2808.5454","2851.43976","2891.29788","48.003696","48.568974","48.460854","47.464218","1","2","1"
"","4790.4894","6370.6064","278.909505","369.679275","119.81475","119.816565","120.79971","33.29073","2891.10132","2866.71852","2908.2852","2806.66332","2848.02948","2886.7464","47.985678","48.535788","48.346548","47.321112","1","1","1"
"","4775.442","6366.2152","278.87209","369.660645","119.658585","119.77023","120.462195","35.67483","2890.11528","2863.87416","2904.77844","2804.45652","2845.10448","2885.65416","47.876856","48.533868","48.34155","47.219436","1","1","1"
"","4773.2646","6365.964","278.349995","369.333405","119.63379","119.668335","120.447915","74.11206","2889.82764","2863.72836","2902.06332","2801.02788","2843.99532","2881.79172","47.832312","48.521928","48.267942","47.19045","0","2","1"
"","4773.1566","6363.2","278.32294","368.40483","119.534835","119.655495","120.434655","141.731085","2887.29252","2862.43272","2900.63196","2800.45224","2840.4126","2870.87076","47.81325","48.496722","48.24486","47.024208","1","1","1"
"","4772.973","6349.5696","278.08102","368.225055","119.51997","119.472045","120.37977","44.220105","2884.20192","2859.82056","2899.77228","2798.4582","2838.28248","2862.07812","47.788608","48.45081","48.194292","46.976778","0","0","1"
"","4772.754","6342.712","277.81565","368.215425","119.343975","119.32029","120.26616","66.69249","2874.98592","2859.36804","2899.09692","2798.2836","2836.76904","2854.54044","47.77848","48.38544","48.154134","46.954086","0","2","1"
"","4772.7402","6339.3232","277.60159","367.45425","119.328135","119.080965","120.202635","141.725565","2873.34324","2854.8126","2889.89568","2795.92848","2828.46636","2853.00864","47.772816","48.348168","48.077562","46.938738","1","1","1"
"","4765.161","6336.2448","277.506075","367.39251","118.78071","119.064","120.043515","12.77103","2872.55412","2851.7382","2887.32888","2795.80824","2826.80496","2852.54388","47.644986","48.264264","48.071028","46.909932","1","1","1"
"","4757.2254","6334.6952","277.367195","367.135695","118.681065","118.990605","120.02394","18.327885","2871.88524","2849.65092","2887.16076","2794.0338","2826.26928","2851.1658","47.642874","48.2634","48.063576","46.876014","1","1","1"
"","4753.7166","6315.9256","277.0362","366.51645","118.63965","118.96725","120.00729","47.98083","2871.12456","2848.689","2885.14728","2793.0186","2820.47076","2850.99192","47.630976","48.240702","48.056838","46.73763","0","0","1"
"","4752.3468","6313.528","276.92973","365.20497","118.57245","118.805985","119.994705","68.423535","2866.69188","2848.41396","2882.21184","2791.4904","2817.00576","2848.32072","47.599668","48.233406","47.983932","46.671582","1","1","1"
"","4744.9404","6309.26","276.899665","364.98798","118.41705","118.74723","119.933685","9.66534","2863.33056","2843.02512","2882.1672","2789.1378","2816.02332","2847.00204","47.562144","48.192126","47.888328","46.624074","0","2","1"
"","4743.3732","6299.7856","276.11591","364.94757","118.377945","118.738005","119.887515","50.47692","2862.99576","2840.18364","2878.85628","2788.19676","2815.11612","2845.15812","47.528202","48.158304","47.829048","46.572528","0","2","1"
"","4742.4444","6293.0784","275.55458","364.817475","118.372605","118.714215","119.849925","41.220975","2862.21384","2840.15124","2877.39684","2786.15772","2812.0752","2841.93468","47.472054","48.132756","47.774016","46.557498","1","1","1"
"","4739.4648","6289.7672","275.51069","364.70754","118.242225","118.576575","119.796075","114.39048","2861.42508","2837.04732","2873.59704","2785.66272","2811.47436","2841.65316","47.401458","48.084312","47.77086","46.548816","0","0","1"
"","4737.3474","6289.4952","275.445555","364.137705","118.22379","118.56177","119.732385","97.260915","2856.1464","2834.8236","2871.24588","2779.52436","2811.28644","2840.9958","47.392032","48.077772","47.688804","46.534782","1","2","1"
"","4736.0154","6289.3032","275.44013","364.061385","118.057695","118.388265","119.723565","21.1428","2852.97804","2834.15292","2869.82928","2776.10184","2807.0298","2838.11256","47.29638","48.025272","47.683272","46.523832","0","0","1"
"","4734.4956","6286.1656","275.226595","364.00293","117.88917","118.2795","119.720925","124.462905","2845.36512","2833.76592","2869.46244","2767.14864","2802.6594","2834.70984","47.230944","47.961438","47.647776","46.517172","0","0","1"
"","4728.837","6285.9176","274.697255","363.28446","117.813165","118.181565","119.647425","142.15485","2845.01952","2832.59016","2865.6108","2766.77496","2797.85196","2826.64188","47.221758","47.930298","47.585226","46.509282","0","0","1"
"","4726.7436","6285.88","274.65578","363.229065","117.76521","118.09935","119.3598","121.15989","2844.06516","2830.16664","2863.04256","2765.22372","2794.81536","2825.13708","47.18736","47.925408","47.53272","46.45044","1","1","1"
"","4720.4652","6261.5096","274.348165","363.08097","117.743385","117.958275","119.202195","55.87653","2843.72352","2825.40276","2857.91688","2764.47096","2794.22892","2825.10504","47.172738","47.91792","47.52159","46.435464","1","1","1"
"","4717.452","6258.1856","274.09711","363.05856","117.65976","117.886155","119.151405","99.597945","2841.8418","2808.60552","2850.80976","2763.531","2794.03884","2823.28632","47.147172","47.90049","47.502258","46.419366","1","1","1"
"","4717.068","6255.1104","273.81711","362.61324","117.544485","117.769005","119.08227","4.51203","2841.25068","2808.10296","2849.80284","2763.29988","2791.89144","2815.67556","47.095878","47.836698","47.500518","46.394748","0","0","1"
